Inventaire;Cote;Rubrique;Genre;Titre;SousTitre;ISBN;Auteur;Illustrateur;Annee;Editeur;Collection;Numero;Support;Mots-clefs;Niveau;Description;Taille;Date achat;Financement;Empruntable
172;800.000;Lire des histoires;Album;Petit-Gris;"";2-211-05593-1;Elzbieta;"";2000;Ecole des loisirs;Lutin poche;"";Livre;histoire d'animaux, pauvreté;Cycle 1;Un jour, Petit-Gris et ses parents attrapèrent la pauvreté. Ils durent quitter leur maison, des chasseurs à leurs trousses. Mais Petit-Gris savait ce qui pouvait les sauver..;29 pages;"";"";Oui
355;800.000;Lire des histoires;Album;Y a-t-il des ours en Afrique ?;"";2-211-06126-5;Ichikawa (Satomi);"";2001;Ecole des loisirs;Lutin poche;"";Livre;histoire d'enfants, Afrique :;Cycle 1;Meto habite avec sa famille dans un petit village de la savane. Un jour, une jeep amène des touristes. Parmi eux, une petite fille tient dans ses bras un ours en peluche. C'est un animal que Meto n'a jamais vu. Mais quand il s'aperçoit qu'il a été oublié par la petite fille, il court à travers la savane pour le restituer à sa propriétaire. Arrivera-t-il à temps?;32 pages;"";"";Oui
231;800.000;Lire des histoires;Album;Le balai magique;"";2211037372;Van Allsburg (Chris);Van Allsburg (Chris);1994;Ecole des loisirs;Albums;"";Livre;magie, vieillesse, violence;Cycle 2;Les balais des sorcières ne durent pas éternellement. Même les meilleurs d'entre eux finissent par perdre leur pouvoir magique et ne peuvent plus voler.;"";"";"";Oui
270;800.000;Lire des histoires;Album;Tu viens jouer avec moi ?;"";2-203-14256-1;Rowe (John);"";1997;Casterman;"";"";Livre;jeu, humour;Cycle 2;"";32 p;"";"";Oui
281;800.000;Lire des histoires;Album;Guillaume l'apprenti sorcier;"";2211045189;Ungerer (Tomi);"";1997;Ecole des loisirs;"";"";Livre;histoire ancienne;Cycle 2;"";"";"";"";Oui
116;"";Lire des histoires;Album;SIAM;"";9782211089173;Conrod (Daniel);"";"";Rue du monde;"";"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
2;800.000;Lire des histoires;Album;Remue-ménage chez madame K;"";2.84113.295.1;Erlbruch (Wolf);"";1996;Milan;"";"";Livre;mariage;Cycle 2;Contrairement à son insouciant mari, Madame K est préoccupée par tout, se tracasse à propos de tout et voit tout en noir. Ayant trouvé un oiselet, elle le nourrit, le soigne tant et si bien qu'arrive l'heure de lui apprendre à voler. C'est alors que, ses inquiétudes oubliées, elle se sent légère au point de s'envoler au-dessus des problèmes quotidiens. Devant ce fait, son mari songe qu'il est temps pour lui de cuisiner. Des doléances d'adultes caricaturées ou l'image d'un couple.;40 p;"";"";Oui
4683;"";Lire des histoires;Album;CENDRILLON;"";"";DISNEY;"";"";"";"";"";Livre;conte;Cycle 2;"";"";"";"";Oui
4607;"";Lire des histoires;Album;Les secret de la pieuvre;National gééographique;"";"";"";"";Fleurus;"";"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
81;"";Lire des histoires;Album;Sur les pas du lynx;Terre auvage;"";"";"";"";"";"";"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
83;"";Lire des histoires;Album;Suricates j'aime donc je suis;"";"";"";"";"";"";"";"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
7633;"";Lire des histoires;Album;Comment le Père Noël descend par la cheminée;"";9782211338790;Jon Klassen;"";"";"";"";"";Livre;Noël;Cycle 2;"";"";"";"";Oui
21;800.000;Lire des histoires;Album;La chaise bleue;"";2211042112;Boujon (Claude);Boujon (Claude);1996;Ecole des loisirs;Albums;"";Livre;histoire d'animaux;Pré-élémentaire;"";"";"";"";Oui
36;800.000;Lire des histoires;Album;La chaise bleue;"";2211042112;Boujon (Claude);Boujon (Claude);1996;Ecole des loisirs;Albums;"";Livre;histoire d'animaux;Pré-élémentaire;"";"";"";"";Oui
357;800.000;Lire des histoires;Album;L'hiver de la famille Souris;"";2211014437;Iwamura (Kazuo);"";1986;Ecole des loisirs;Albums;"";Livre;histoire d'animaux, rongeur, n;Cycle 1;C'est l'hiver!. Dehors il fait froid, le vent souffle en rafales et il neige. Dans sa maison, bien au chaud, la famille Souris est au grand complet. Grand-mère fait des brioches pour la plus grande joie des petits. Les enfants, aidés de Papa, construisent un jeu de société. Tous sont heureux...;"";"";"";Oui
358;800.000;Lire des histoires;Album;Une nouvelle maison pour la famille Souris;"";2211027555;Iwamura (Kazuo);"";2000;Ecole des loisirs;Albums;"";Livre;histoire d'animaux;Cycle 1;"";"";"";"";Oui
113;800.000;Lire des histoires;Album;Scritch scratch dip clapote !;"";2-211-07180-5;Crowther (Kitty);"";2004;Ecole des loisirs;Pastel;"";Livre;histoire d'animaux, grenouille;Cycle 2;Comme chaque soir, la nuit se couche sur l'étang. Et, comme chaque soir, Jérôme a peur. Papa lui lit une belle histoire puis l'embrasse. Maman vient lui faire un dernier câlin. Jérôme se retrouve tout seul dans sa chambre. Tout seul dans son lit, tout seul dans son coeur. Je crois que j'ai entendu un bruit... Qui fait « scritch scratch dip clapote » sous mon lit ? ;32 pages;"";"";Oui
373;800.000;Lire des histoires;Album;Le tournemire;"";2-211-07804-4;Ponti (Claude);"";2004;Ecole des loisirs;Lutin poche;"";Livre;imaginaire, histoire d'animaux;Cycle 2;Un Tournemire remplace les enfants par des objets. Azilise veille sur Mose transformé en ballon. Ils s'envolent. Ils sont poursuivis par le Schniarck effaceur d'enfants, avalés tout rond par un Bébé-Maison. Finalement tous se retrouvent dans la joie. Ponti, virtuose de l'imaginaire, nous entraîne dans le monde du rêve et de la fantaisie où le rationnel n'a pas place. Rien à comprendre ou à expliquer.;44 pages;"";"";Oui
374;"";Lire des histoires;Album;Ning et les esprits de la nuit;"";9782211338691;FONG (ADRIENA);"";"";Ecole des loisirs;"";"";Livre;conte;Cycle 2;"";"";"";"";Oui
501;"";Lire des histoires;Album;Etoile;"";2211040845;Mets (Alan);"";"";Ecole des loisirs;"";"";Livre;conte;Cycle 2;"";"";"";"";Oui
375;"";Lire des histoires;Album;Tremolo;"";"";Ungerer (Tomi);"";"";Ecole des loisirs;"";"";Livre;musique;Cycle 2;"";"";"";"";Oui
376;"";Lire des histoires;Album;Les incroyables;"";"";Perrin (Clotilde);"";"";Ecole des loisirs;"";"";Livre;aventures;Cycle 2;"";"";"";"";Oui
192;534.000;Son;Album;Dis maman, quel est ce bruit ?;"";287767052X;Kanzawa (Toshiko);Hirayama (Eizo);1991;Ecole des loisirs;Kaléidoscope;"";Livre;acoustique, écologie, audition;Cycle 3;C'est la fin de l'hibernation pour l'ourse et ses deux oursons nés dans le silence de l'hiver. Les deux petits s'inquiètent des bruits extérieurs qui annoncent le réveil de la nature... Tonalités feutrées autour du bleu et du sépia.;"";"";"";Oui
4582;"";Son;Album;Comment le Père Noël descend par la cheminée;"";"";Barnett (Marc);"";"";Ecole des loisirs;"";"";Livre;Noël;Cycle 3;"";"";"";"";Oui
4583;"";Son;Album;Tous ensemble;"";"";Freedman (Claire);"";"";Grund;"";"";Livre;aventures;Cycle 3;"";"";"";"";Oui
4584;"";Son;Album;Diane la géniale;"";9782211338622;Billon-Spagnol (Estelle);"";"";Ecole des loisirs;"";"";Livre;école;Cycle 3;"";"";"";"";Oui
38;"";Son;Album;Ah ! Les bonnes soupes;"";2211035159;Boujon (Claude);"";"";Ecole des loisirs;"";"";Livre;conte;Cycle 3;"";"";"";"";Oui
455;"";Son;Album;La petite souris;"";"";Lecaye (Olga);"";"";L'école des loisirs;"";"";Livre;histoire ancienne;Cycle 3;"";"";"";"";Oui
240;800.000;Lire des histoires;Album;Le trône;"";2-84113-517-9;Moncomble (Gérard);Tripp (Jean-Louis);1997;Milan;Album Milan;"";Livre;humour, histoire d'animaux;Elémentaire;"";25 pages;"";"";Oui
162;800.000;Lire des histoires;Album;Cauchemars cherchent bon lit;"";2841135535;Franquin (Gérard);"";1997;Milan;"";"";Livre;histoire d'enfants;Elémentaire;Sa toilette faite, Martin prend le chemin de son lit. Sur sa route, il rencontre le loup qui, également fatigué, veut l'accompagner, puis l'ogre, puis la sorcière, puis le monstre, puis l'ours. Tous dans le lit à ronchonner jusqu'à ce que la moutarde monte au nez de Martin, qu'il explose et qu'il les chasse. "Alors il prend sa "tototte" et s'endort tranquille". Une trame et des illustrations originales.;48 pages;"";"";Oui
502;"";Lire des histoires;Album;Il court il court le Père Noël;"";9782070562657;Mouraux (Lionel);Hanke (Christian);1994;Le sourire qui mord;"";"";Livre;histoire;Elémentaire;"";"";"";"";Oui
473;800.000;Lire des histoires;Album;Gaspard qui pue;"";2211051065;Teulade (Pascal);Sarrazin (Jean-Charles);1998;Ecole des loisirs;Lutin poche;"";Livre;chèvre : élevage;Cycle 2;Gaspard, le petit bouc, a un gros problème. "Tu sens mauvais!" ne cessent de lui répéter ses amis, à la ferme. Un jour, Gaspard les quitte, mais ailleurs, c'est pire. Partout on se moque de lui, on l'insulte, on le chasse. Lui faudra-t-il vraiment vivre seul?;"";"";"";Oui
4580;"";Lire des histoires;Album;Super Scope;La bande dessinée;9782092091111;"";"";"";Nathan;"";"";Livre;bande dessinée;Cycle 2;"";"";"";"";Oui
137;800.000;Lire des histoires;Romans et nouvelles;Le cactus de Jules;"";2081606364;Dupriez (Dominique);Passeron (Joëlle);1999;Père Castor;Faim de loup;"";Livre;merveilleux, plante : botaniqu;Cycle 2;Jules reçoit un tout petit cactus. Celui-ci grandit de façon extraordinaire.;64 pages;"";"";Oui
229;800.000;Lire des histoires;Romans et nouvelles;Pourquoi je ne suis pas sage ?;"";2203111348;Witschger (Anne-Laure);"";1998;Casterman;Je commence à lire;"";Livre;histoire d'enfants;Cours élémentaire;Pour un enfant, ce n'est pas tous les jours facile d'être parfait. D'autant qu'en toute bonne foi il arrive de faire des bêtises sans en avoir l'intention. A ta"Coller son plus beau dessin sur le chemisier que sa Maman préfère" sera sans doute considéré comme une grosse bêtise... et pourtant cela se proposait de traduire beaucoup de générosité et de sensibilité. "Pourquoi je ne suis pas sage ?" raconte plusieurs occasions manquées où les meilleurs interdictions du monde conduisent toujours au même refrain : "Tu n'es vraiment pas sage". Un brin autobiographique, ce petit livre raconte quelques "grands drames" qui seront bien vite atténués avec un câlin de réconciliation. Ce livre, écrit pour les petits, rappellera sans doute aussi quelques souvenirs aux grands !  Anne-Laure Witschger  ;"";"";"";Oui
472;800.000;Lire des histoires;Album;Les trois petites cochonnes;"";2211045987;Stehr (Frédéric);"";1997;Ecole des loisirs;Albums;"";Livre;ongulé, loup;Cycle 1;Tout le monde connaît l'histoire des trois petits cochons, mais celle des trois petites cochonnes? Elles quittent leur maman pour se chercher un mari… Le problème, c'est que le loup sait très bien se déguiser en cochon idéal.;"";"";"";Oui
437;800.000;Lire des histoires;Album;Quel ennui, mes amis !;"";2203110546;Wilhelm (Hans);"";1993;Casterman;Je commence à lire;"";Livre;histoire d'animaux, humour;Cycle 2;"";"";"";"";Oui
4576;"";Lire des histoires;Album;Un meilleur meilleur ami;"";9782211338707;Olivier Tallec;"";"";"";"";"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
4575;"";Lire des histoires;Album;Chantier interdit au publique;"";2092090755;"";"";"";Nathan;"";"";Livre;technologie;Cycle 2;"";"";"";"";Oui
4574;577.700;Ecologie marine;Album;Noémie n'aime pas la mer;"";2-09-209079-8;Duvernois (Elsa);Ruillier (Jérôme);2002;Nathan;Crocoscope;8;Livre;histoire d'enfants;Cours préparatoire;"";31 pages;"";"";Oui
421;"";Ecologie marine;Album;J'ai rêvé d'une rivière;"";2211024262;Say (Allen);"";"";Ecole des loisirs;"";"";Livre;contes;Cours préparatoire;"";"";"";"";Oui
513;800.000;Lire des histoires;Album;Le loup sentimental;"";2-211-05378-5;Pennart (Geoffroy de);"";2000;Ecole des loisirs;Kaléidoscope;"";Livre;histoire d'animaux;Cycle 1;LUCAS LE LOUP VIVAIT HEUREUX MAIS IL DECIDE DE MENER SA VIE!........;31 pages;"";"";Oui
4674;"";Lire des histoires;Album;La course de relais;"";978-2-38051-093-5;Virginie Grimaldi (Coralie Bruschi);"";"";"";Hachette jeunesse;"";Livre;sport;Cycle 1;"";"";"";"";Oui
247;800.000;Lire des histoires;Album;Pettson n'a pas la pêche;"";2-86260-813-0;Nordqvist (Sven);"";1998;Autrement;"";"";Livre;aventures;Pré-élémentaire;il y a des jours, comme ça, où on n'a vraiment pas la pêche. Vraiment pas. C'est ce qui arrive aujourd'hui au père Pettson. Il n'a envie de rien. De rien du tout : ni de jardiner, ni de jouer avec son chat Picpus, ni même d'aller 'à la pêche sur le lac. Picpus va devoir déployer des trésors d'imagination pour sortir Pettson de son cafard. Mais la bonne humeur n'est jamais très loin quand un chat déborde d'idées rigolotes !. ;23 pages;"";"";Oui
457;800.000;Lire des histoires;Album;Têtes à classe;"";2226058257;Louchard (Antonin);"";1993;Albin Michel Jeunesse;"";"";Livre;histoire d'enfants, école;Elémentaire;L'auteur caricature allègrement ses copains d'une classe du C.E.;"";"";"";Oui
248;"";Lire des histoires;Album;Créatures;"";2211058752;Nadja;"";"";"";"";"";Livre;conte;Elémentaire;"";"";"";"";Oui
475;800.000;Lire des histoires;Album;Pélagie la sorcière;"";2867264359;Thomas (Valérie);Korky (Paul);1989;Milan;"";"";Livre;humour, couleur : peinture;Elémentaire;Pélagie la sorcière vivait dans une maison noire. Les tapis ? noirs ! Les chaises ? noires ! Le lit et les draps ? noirs ! Sur les murs, les tableaux étaient noirs et même la baignoire était noire. Bien sûr, Rodolphe le chat était noir lui aussi. Mais, dans une maison noire, comment distinguer un chat noir ? Alors Pélagie décida d'utiliser un peu de magie...;32 pages;"";"";Oui
4681;"";Lire des histoires;Album;Le Livre de la JUNGLE;Walt Disney;2846345880;"";"";"";Hachette;"";"";Livre;jungle;Grande section;"";"";"";"";Oui
4573;597.000;Poissons - Batraciens - Reptiles;Album;Un requin chez le dentiste;"";2-09-209072-0;Lévy (Didier);Bourgeau (Vincent);2001;Nathan;Crocoscope;1;Livre;requin, poisson;Cycle 2;"";32 pages;"";"";Oui
4578;"";Poissons - Batraciens - Reptiles;Album;Va te faire soigner Barbouille;"";2092090747;"";"";"";Nathan;"";"";Livre;santé;Cycle 2;"";"";"";"";Oui
462;800.000;Lire des histoires;Album;Georges Lebanc;"";2211064884;Ponti (Claude);Ponti (Monique);2001;Ecole des loisirs;Albums;"";Livre;jardin, jouet, ours;Cycle 3;Georges Lebanc est un banc. Il vit dans un square. Lorsque des gens entrent dans ce square, ils se transforment, ils deviennent la peluche préférée de leur enfance, ou leur nounours, ou leur poupée. Les gens ne se rendent pas compte de ce qu'il leur arrive. Ils sont bien, c'est tout. Il y a même, dans ce parc, un invité spécial... cherchez bien... un certain poussin nommé Blaise...;"";"";"";Oui
161;800.000;Lire des histoires;Romans et nouvelles;L'arbre à Grands-Pères;"";2-08-166126-8;Fossette (Danièle);Le grand (Claire);1997;Père Castor;Les trois loups;"";Livre;généalogie;Cycle 2;Qu'est-ce qu'un arbre généalogique ?  Ce n'est pas facile pour Ousmane d'expliquer que son grand-père s'appelle Karamoko, qu'il a traversé le désert, qu'il se guide grâce aux étoiles...  Mais la maîtresse a une surprise pour la classe : le grand-père de Ousmane est venu pour leur raconter une histoire, et tous les élèves sont conquis.  Maintenant, Ousmane peut être fier d'écrire le nom de Karamoko sur son "arbre à grands-pères".;43 pages;"";"";Oui
4579;"";Lire des histoires;Romans et nouvelles;Super Scope;Les spectacles d'été;9782092091234;"";"";"";Nathan;"";"";Livre;histoire;Cycle 2;"";"";"";"";Oui
4372;"";Lire des histoires;Romans et nouvelles;Une soupe au caillou;"";2211063411;Vaugelade (Anaïs);"";"";Ecole des loisirs;"";"";Livre;conte;Cycle 2;"";"";"";"";Oui
4633;"";Lire des histoires;Romans et nouvelles;Chat échaudé craint l'eau froide;"";978-2-38051-019-5;Éric Emmanuel (Schmitt);Piochon (Caroline);"";Hachette;"";"";Livre;chat : élevage;Cycle 2;"";"";"";"";Oui
4672;"";Lire des histoires;Romans et nouvelles;LE COURS DE HIPP-HOP;"";9782380510973;Grimaldi (Virginie);"";"";Hachette jeunesse;"";"";Livre;musique;Cycle 2;"";"";"";"";Oui
454;"";Lire des histoires;Romans et nouvelles;La petite souris;"";"";Lecaye (Olga);"";"";L'école des loisirs;"";"";Livre;histoire ancienne;Cycle 2;"";"";"";"";Oui
4663;"";Lire des histoires;Romans et nouvelles;Les fabuleux pouvoirs de la roue;"";9791094132449;Levy (Marc);"";"";Hachette;"";"";Livre;histoire;Cycle 2;"";"";"";"";Oui
4643;"";Lire des histoires;Romans et nouvelles;Le saut en longeur;"";978-2-38051-099-7;Grimaldi (Virginie);"";2024;Hachette jeunesse;"";"";Livre;sport;Cycle 2;"";"";"";"";Oui
4651;"";Lire des histoires;Romans et nouvelles;Une hirondelle ne fait pas le printemps;"";9782380510126;"";"";"";Hachette jeunesse;"";"";Livre;conte;Cycle 2;"";"";"";"";Oui
4634;"";Lire des histoires;Romans et nouvelles;Les chiens ne font pas des chats;"";9782380510157;"";"";"";Hachette jeunesse;Mc do;"";Livre;conte;Cycle 2;"";"";"";"";Oui
4656;"";Lire des histoires;Romans et nouvelles;Ce n'est pas au vieux singe qu'on apprend à faire des grimaces;"";9782380510140;"";"";"";Hachette jeunesse;"";"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
4654;"";Lire des histoires;Romans et nouvelles;Le renard sans malice;"";9782380510393;Schmitt (Eric-Emmanuel);"";"";Hachette jeunesse;"";"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
4655;"";Lire des histoires;Romans et nouvelles;La perruque du roi soleil;"";9791094132432;Levy (Marc);"";"";Hachette jeunesse;Mc do;"";Livre;histoire;Cycle 2;"";"";"";"";Oui
4660;"";Lire des histoires;Romans et nouvelles;Le mystère des dinosaures à plume;"";9791094132425;Levy (Marc);"";"";Hachette jeunesse;Mc do;"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
4640;"";Lire des histoires;Romans et nouvelles;Le voyage en montgolfière;"";9791094132494;Levy (Marc);"";"";Hachette jeunesse;Mc do;"";Livre;voyage;Cycle 2;"";"";"";"";Oui
4645;"";Lire des histoires;Romans et nouvelles;Le renard sans malice;"";9782380510393;Schmitt (Eric-Emmanuel);"";"";Hachette jeunesse;"";"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
4669;"";Lire des histoires;Romans et nouvelles;L'aigle qui avait le vertige;"";9782380510423;Schmitt (Eric-Emmanuel);"";"";Hachette jeunesse;Mc do;"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
4652;"";Lire des histoires;Romans et nouvelles;L'aigle qui avait le vertige;"";9782380510423;Schmitt (Eric-Emmanuel);"";"";Hachette jeunesse;Mc do;"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
4653;"";Lire des histoires;Romans et nouvelles;L'aigle qui avait le vertige;"";9782380510423;Schmitt (Eric-Emmanuel);"";"";Hachette jeunesse;Mc do;"";Livre;Animaux;Cycle 2;"";"";"";"";Oui
4671;"";Lire des histoires;Romans et nouvelles;La course de relais;"";978-2-38051-093-5;Virginie Grimaldi (Coralie Bruschi);"";"";"";Hachette jeunesse;"";Livre;sport;Cycle 2;"";"";"";"";Oui
4686;800.000;Lire des histoires;Album;Bambi;"";978-2-84634-587-3;Disney (Wald);Disney (Wald);2012;Disney Hachette;"";"";Livre;histoire d'animaux;Cycle 2;"";40 pages;"";"";Oui
4592;"";Lire des histoires;Album;Bambi;"";"";"";"";"";Hachette;DISNEY CLUB;"";Livre;conte;Cycle 2;"";"";"";"";Oui
