dc.title,dc.identifier,dc.creator,dc.contributor,dc.subject,dc.description,dc.publisher,dc.date,dc.type,dc.format,dc.source,dc.relation,dc.coverage,dc.rights,item.id,item.callNumber,item.acquisitionDate,item.fundingSource
Wapiti: Sur les traces de l'écureuil,,,,documentation,,Milan,,Text,,,,Elémentaire,Loanable,4390,,,
Un poney blanc neige,,"Crompton, Anne Eliot",,roman,,,,Text,,,,Elémentaire,Loanable,4392,,,
Dessine-moi un petit prince,9782211233477,"VAN ZEVEREN, Michel",,ongulé,,Pastel,,Text,,,,Elémentaire,Loanable,10125,,,
Mort de lire: Une rentrée chouette,,,,humour,,,,Text,,,,Elémentaire,Loanable,4426,,2024-03-22,
Mort de lire: Une rentrée chouette,,,,humour,,,,Text,,,,Elémentaire,Loanable,100453,,2024-03-22,
Comment apprivoiser une grenouille,9782211333245,"Spiessert, Rudy",,magie,,Ecole des loisirs,,Text,,,,Elémentaire,Loanable,4421,,,
Ki & Hi: Livret collector,,"Tran, Kevin","Antigny, Fanny",bande dessinée,,Michel Lafon,,Text,,,,Elémentaire,Loanable,4423,,,
Pitsi-Mitsi,9782211333320,"Murail, Marie-Aude","Lejonc, Régis",élevage,,L'école des loisirs,2024,Text,,Maximax,,Elémentaire,Loanable,4424,,,
National Geographic,,,,rien,,Fleurus,2024,Text;Periodical,,National géographic,,Elémentaire,Loanable,4425,,,
Astrapi n° 1 007,0220-1186,,,rien,,Bayard,,Text;Periodical,,Astrapi,1 007,Elémentaire,Loanable,4422,,,
Curionautes des sciences numéro 2,,,,rien,,Milan,2018,Text,,,,Elémentaire,Loanable,4427,,,
Grosse Colère,,"D'ALLANCE, Mireille",,rien,,,,Text,,,,Elémentaire,Loanable,4428,,,
LE SECRET DES SAMOURAIS,,Marc Levy,,histoire d'enfants,,,,Text,,,,Elémentaire,Loanable,3672,,,
Mémoire de la forêt: Les souvenirs de Ferdinand Taupe,9782211333344,"Brun-Arnaud, Mickaël",Sanoe,roman,,L'école des loisirs,,Text,,,,Elémentaire,Loanable,4430,,,
Ados Animaux,9782211333269,"Verbizh, Alyssa","Verbizh, Myrha",roman,,L'école des loisirs,,Text,,,,Elémentaire,Loanable,4431,,,
La toute petite maison,9782211333177,"Escoffier, Michael",,roman,,Kaleidoscope,,Text,,,,Elémentaire,Loanable,4438,,,
Kako le terrible,9782889081905,"Polak, Emmanuelle",,histoire d'enfants,,La joie de lire,,Text,,,,Elémentaire,Loanable,4433,,,
Les engins de l'espace,2215066164,"Vandewiele, Agnès",,conquête de l'espace|robotiqu,,Fleurus,2001,Text,25 pages,La grande imagerie,,Cycle 2,Loanable,4434,629.000,,
Le secret du capitaine,9782211333153,"Poulin, Stéphane",,histoire d'enfants,,Pastel,,Text,,,,Cycle 2,Loanable,4432,,,
Jan le petit peintre,9782211333252,"Englebert, Jean-Luc",,histoire d'enfants,,Pastel,,Text,,,,Cycle 2,Loanable,4435,,,
Le roi et rien,9782211333184,"Tallec, Olivier",,histoire d'enfants,,Pastel,,Text,,,,Cycle 2,Loanable,4437,,,
La femme qui attendait un enfant à aimer et l'homme qui attendait un,9782211333337,"Dzotap, Alain Serge",,conte,,Pastel,,Text,,,,Cycle 2,Loanable,4436,,,
National geographic Kids: Animaux en danger-5 sauvetages réussis,,,,Animaux|science appliquée,,Fleurus,2024,Text;Periodical,,National géographic,,Cycle 2,Loanable,4429,,,
Les nouvelles aventures apeupréhistorique de Nabuchodinosaure,,GOULESQUE,WIDENLOCHER,préhistoire,,BAMBOO EDITION,,MovingImage,,,,Cycle 2,Loanable,4443,,,
L'énigmes des vacances ïrates en Péril: Du CE1 au CE2,,,,enquête,,,,Text,,,,Cycle 2,Loanable,4444,,,
Mordelire octobre 2022,,,,humour,,,,Text;Periodical,,,,Cycle 2,Loanable,4441,,,
Mordelire octobre 2022,,,,humour,,,,Text;Periodical,,,,Cycle 2,Loanable,4442,,,
Chien pourri a hollywood,9782211333276,"Gutman, Claude",,roman,,Ecole des loisirs,,Text,,,,Cycle 2,Loanable,4446,,,
MAUVE,9782211333351,"Desplechin, Marie",,bande dessinée,,Rue de Sèvres,,Text,,,,Cycle 2,Loanable,4447,,,
Laurent tout seul,9782211333191,"Vaugelade, Anaïs",,histoire d'enfants,,,,Text,,,,Cycle 2,Loanable,4448,,,
Capitaine Maman,978-2-211-23071-1,"Arnal, Magali",,mer : milieu|aventures|relat,"Capitaine Maman est la plus célèbre archéologue du monde... Et, un jour, alors qu'elle explore le fond de la mer, voilà qu'elle trouve la tête perdue de l'antique Reine de Pierre. Quelle découverte ! Maintenant, il va falloir la remonter à la surface. Et justement, ce jour-là, les trois petits de Capitaine Maman ont séché l'école pour venir jouer les passagers clandestins sur le bateau. Quand Capitaine Maman s'en aperçoit, elle est très fâchée… Elle a tort. Car certains jours, même les plus admirables des mamans ont besoin d'aide, quand, par exemple, elles se retrouvent en difficulté à cause de l'explosion sous-marine d' un aspirateur à sable ! A partir de 5 ans.",Ecole des loisirs,2017,Text,38 pages,Albums,,Cycle 2,Loanable,4450,800.000,,
National géographic Kids n°82: Le Hérisson d'europe,,,,Animaux,,,,Text;Periodical,,,,Cycle 2,Loanable,4439,,,
Les p'tites princesses N) 167: Octobre 2018,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4453,,,
Les p'tites princesses n°162: Avril 2018,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4455,,,
Les p'tites princesses n°163: Mai 2018,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4485,,,
Les p'tites princesses n°158: Décembre 2017,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4484,,,
Les p'tites princesses n°160: Février 2018,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4456,,,
Mille et une histoires-Les trois lutins: N°122 Octobre 2010,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4449,,,
J'aime lire n°14: Janvier 2019,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4451,,,
Moi je lis Hors série: Juillet Aout 2018,,,,humour,,,,Text;Periodical,,,,Cycle 2,Loanable,4452,,,
Les belles histoires Comme une petite souris: N°395 Septembre 2005,,,,habitat,,,,Text,,,,Cycle 2,Loanable,4462,,,
Un anniversaire dans le maquis corse,,"Grimaldi, Virginie","Coudray, Marina",habitat,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4499,,,
Tralalire Février 2017-n°195,,,,huile,,,,Text;Periodical,,,,Cycle 2,Loanable,4467,,,
Le journal de TOTO n°14 Octobre 2017,,,,humour,,,,Text;Periodical,,,,Cycle 2,Loanable,4463,,,
J'apprends à lire n°196 Avril 2016,,,,humour,,,,Text;Periodical,,,,Cycle 2,Loanable,4468,,,
Les p'tites princesses n°168 Novembre 2018,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4464,,,
Les p'tites princesses n°161 Mars 2018,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4457,,,
Les p'tites princesses,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4458,,,
Les p'tites princesses,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4459,,,
Les p'tites princesses n°159 Janvier 2018,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4460,,,
Les p'tites princesses n°164 Juin 2018,,,,histoire,,,,Text;Periodical,,,,Cycle 2,Loanable,4454,,,
La taupe qui voyait loin,,"Schmitt, Eric-Emmanuel","Guittard, Florence",histoire,,,,Text,,,,Cycle 2,Loanable,4466,,,
Le perroquet qui ne pipait mot,,"Schmitt, Eric-Emmanuel",Shiilia,histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4493,,,
La barbe de Charlemagne,,"Levy, Marc","Hinder, Carine",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4470,,,
Chasse au trésor de Sologne,,"Grimaldi, Virginie","Coudray, Marina",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4513,,,
Le volcan de la Soufrière,,"Grimaldi, Virginie","Pichot, Flavie",géographie,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4510,,,
La barbe de Charlemagne,,"Levy, Marc","Hinder, Carine",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4509,,,
Le Pic du Midi d'Ossau,,"Grimaldi, Virginie","Coudray, Marina",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4514,,,
Les fauves de Cléopatre,,"Levy, Marc","Hinder, Carine",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4500,,,
Le Lac d'Annecy,,"Grimaldi, Virginie","Pichot, Flavie",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4498,,,
Le Volcan de la Soufrière,,"Grimaldi, Virginie","Pichot, Flavie",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4496,,,
Un anniversaire dans le maquis corse,,"Grimaldi, Virginie","Coudray, Marina",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4502,,,
Le loup ne mangera pas les 7 chevreaux !,,"JARDIN, ALEXANDRE","Le Goff, Hervé",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4469,,,
Ronfler comme un sonneur,,"Levy, Marc","Bégu, Florent",histoire,,Hachette,,Text,,Hachette jeunesse,,Cycle 2,Loanable,4506,,,
J'aime lire N°490: Mon voyage chez les géants,0399-4600,,,lecture,,Bayard,,Text;Periodical,,J'aime lire,490,Cycle 2,Loanable,10348,,2024-06-21,
Surprise à la grotte de Lascaux,9782380510690,"Grimaldi, Virginie",,histoire d'enfants,,Hachette jeunesse,,Text,,,,Cycle 2,Loanable,4492,,,
Histoires de Loups,,"Ka, Olivier","Anglade, Karine",histoire d'enfants,,Lire c'est partir,,Text,,,,Cycle 2,Loanable,4504,,,
La pie détective,9782380510515,"Schmitt, Eric-Emmanuel",,histoire d'enfants,,Hachette jeunesse,,Text,,,,Cycle 2,Loanable,4497,,,
La brebis du Larzac,9782380510775,"Grimaldi, Virginie",,histoire d'enfants,,Hachette jeunesse,,Text,,,,Cycle 2,Loanable,4505,,,
Chasse au trésor en Sologne,9782380510737,"Grimaldi, Virginie",,histoire d'enfants,,Hachette jeunesse,,Text,,,,Cycle 2,Loanable,4465,,,
Un hivernage dans les glaces,,"Verne, Jules",,histoire d'enfants,,Lire c'est partir,,Text,,,,Cycle 2,Loanable,4519,,,
Histoires pressées,9782841139101,"Friot, Bernard",,nouvelles|imaginaire,"Histoires pressées, ce sont des histoires courtes à déguster à table entre deux bouchées, à l'école dans la cour de récré, ou ailleurs si ça nous chante. Histoires à terminer, à raccommoder, à détruire en mille morceaux. Juste le temps d'un sourire, d'un frisson ou d'une émotion. Il arrive tant de choses bizarres dans la vie quand on sait comment la regarder !",Milan,1999,Text,112 pages,Milan poche junior,,Elémentaire,Loanable,4508,800.000,,
Haut comme trois pommes,9791094132326,"Levy, Marc",,histoire d'enfants,,Hachette jeunesse,,Text,,,,Elémentaire,Loanable,4494,,,
Les gorges du verdon en pédalo,9782380510751,"Grimaldi, Virginie",,histoire d'enfants,,Hachette jeunesse,,Text,,,,Elémentaire,Loanable,4495,,,
Petites histoires de nuits,9782211237666,"Crowther, Kitty",,histoire d'enfants,,Pastel,,Text,,,,Elémentaire,Loanable,4516,,,
Mon Journal animal #17,,,,Animaux,,L214,2024,Text;Periodical,,,,Elémentaire,Loanable,4440,,,
Mon journal animal #17,,,,Animaux,,L214,2024,Text;Periodical,,,,Elémentaire,Loanable,4445,,,
"Louis Braille, l'enfant de la nuit",2-07-053655-6,"Davidson, Margaret","Dahan, André",histoires vécues|handicapé ph,"A la suite d'un accident, Louis Braille est devenu aveugle à l'âge de trois ans. Mais cela ne l'empêche pas de vivre presque comme tous les autres enfants. C'est à l'école que les difficultés vont commencer car il veut apprendre à lire. Loin de se décourager, Louis se fait alors une promesse incroyable : il trouvera le moyen de déchiffrer ce que ses yeux ne peuvent voir.",Gallimard,2002,Text,99 pages,Folio cadet,225,Cycle 3,Loanable,4393,800.000,,
Les billes du diable,978-2-7470-2549-2,"Mourlevat, Jean-Claude","Debon, Nicolas",histoire d'enfants,"Tonio veut aller en Australie. Pourquoi ? Parce que, en Australie, il y a les billes du diable, ces énormes et magnifiques rochers qu'on croirait posés là par la main d'un géant. Et voir les billes du diable, c'est le rêve de Tonio. Alors, quand ses parents lui disent que c'est trop loin, trop cher : impossible ! Tonio n'a plus envie de rien.",Bayard poche,2008,Text,37 pages,Mes premiers j'aime lire,52,Cycle 2,Loanable,4521,800.000,,
Mon arbre,9782380510553,"Edwards, Mélanie",,histoire d'enfants,,Albin Michel Jeunesse,,Text,,,,Cycle 2,Loanable,4483,,,
L'Odysée d'Homère,9782711879663,"Szac, Murielle",Catel,mythologie,,Un livre pour les vacances,,Text,,,,Cycle 2,Loanable,4515,,,
L'Odysée d'Homère,9782711879663,"Szac, Murielle",Catel,mythologie,,Un livre pour les vacances,,Text,,,,Cycle 2,Loanable,4511,,,
L'instit: Frère de sang,9782012003859,Gudule,,roman,,Bibliothèque verte,,Text,,,,Cycle 2,Loanable,4512,,,
Une vache à Paris,9782953219371,"Jouno, Caroline","Cloup, Jérome",histoire d'animaux,,Un k'noé dans les cloups,,Text,,,,Cycle 2,Loanable,4522,,,
Une vache en vadrouille,9782914558969,"Jouno, Caroline","Cloup, Jérome",histoire d'animaux,,K'noé,,Text,,,,Cycle 2,Loanable,4503,,,
Mukai 1: La loi du Talion,9782379892097,Kriko Jr,"Ait Ouaret, Mohamed Ali",histoire d'enfants,,Omaké Manga,,Text,,,,Cycle 2,Loanable,4518,,,
Jean-Michel le caribou est amoureux,9782380510317,"Le Huche, Magali",,histoire d'enfants,,Actes Sud Junior,,Text,,,,Cycle 2,Loanable,4481,,,
La petite lectrice,9782380510331,"Chambaud, Elodie",,histoire d'enfants,,Gautier-languereau,,Text,,,,Cycle 2,Loanable,4482,,,
Zaza Mimosa n°18: Un sourire et une guitare,,,,histoire d'enfants,,Milan jeunesse,,Text;Periodical,,,,Cycle 2,Loanable,3464,,,
Lucas et Emma à la découverte du lait Bio,,"Mamy, Marie",,écologie,,,,Text,,,,Cycle 2,Loanable,4507,,,
Fan de foot special mondial feminin,,"Berlion, Daniel",,sport aérien,,Larousse,2019,Text,,,,Cycle 2,Loanable,4532,,,
Mille et une histoires de noel,,,,conte,,,2002,Text;Periodical,,,,Cycle 2,Loanable,4535,,,
Mukai,,,,histoire,,Omaké Manga,2022,Text,,,,Cycle 2,Loanable,4523,,,
Winx club la voix de la nature,,,,histoire,,Hachette,,Text,,,,Cycle 2,Loanable,4530,,,
Winx club l université des fées,,,,histoire,,Hachette,,Text,,,,Cycle 2,Loanable,4529,,,
Winx club la bataille finale,,,,histoire,,Hachette,,Text,,,,Cycle 2,Loanable,4528,,,
Mia and me mia et moi,,,,histoire,,Hachette,,Text,,,,Cycle 2,Loanable,4527,,,
Mamie colette et co,,"Rossignol, Isabelle",,histoire,,,,Text,,,,Cycle 2,Loanable,4536,,,
Les exoterriens,,"Chadenat, Pascale",,histoire,,L'école des loisirs,,Text,,,,Cycle 2,Loanable,4537,,,
Les trois vies de Petite perle,9782211232869,"Norac, Carl","De boel, Anne Catherine",rien,,Pastel,,Text,,,,Cycle 2,Loanable,4538,800.000,,
La bataille de poudlard: L'ultime affrontement magique,9782075145534,,,magie,,Gallimard,,Text,,Découverte Gallimard,,Cycle 2,Loanable,4533,800.000,,
FRANKY: Où est franky ?,9782266277563,"Citterio, Marcella",,histoire d'enfants,,Pocket jeunesse,,Text,,,,Cycle 2,Loanable,4524,800.000,,
FRANKY: La naissance de Franfy,9782266277549,"Citterio, Marcella",,histoire d'enfants,,Pocket,,Text,,Pocket jeunesse,,Cycle 2,Loanable,4526,800.000,,
FRANKY: On a piraté Franky,9782266277556,"Citterio, Marcella",,histoire d'enfants,,Pocket,,Text,,Pocket jeunesse,,Cycle 2,Loanable,4525,800.000,,
Croire en ses rêves: Le journal d'une championne,9782700273700,"HENRY, Amandine","Stokart, Aveline",roman,,Rageot,,Text,,,,Cycle 2,Loanable,4531,800.000,,
La rivière à l'envers: L'intégral,9782822232005,"Mourlevat, Jean-Claude",,bande dessinée,,Jungle pepite,,Text,,,,Cycle 2,Loanable,4534,800.000,,
La montagne et la forêt,978-2-7338-1692-9,"David, Patrick",,zoologie|savane|jungle,"Les enfants découvrent à travers des textes simples et de magnifiques photos tous les animaux qui vivent dans la montagne et la forêt. L'aigle, l'écureuil, la mésange ou le chevreuil, ainsi que leur environnement n'auront plus de secret pour eux !",Auzou,2011,Text,29 pages,Mon premier animalier,,Cycle 2,Loanable,4547,590.000,,
Le zoo,978-2-7459-3837-4,"Baumann, Anne-Sophie","Lebot, Sophie",zoo,"D'où vient le kiwi austral? Qui man4e une glace aux fraises au goûter ? Pourquoi les girafes ont-elles une maison au zoo ? Combien de litres un éléphant boit-il en une journée? Qui nourrit les animaux, nettoie leur enclos et les distrait? Quels animal ont été réintroduits dans la nature avec succès? Quel animal partage son enclos avec les zèbres? Où cache-t-on des friandises pour les singes ? Y a-t-il des naissances au zoo? Qu'est-ce qu'un nocturama ? La vie du zoo n'aura bientôt plus de secrets pour toi !",Milan,2009,Text,37 pages,J'explore la nature,,Elémentaire,Loanable,4306,590.700,,
Les voitures,2-7459-2299-8,"Ledu, Stéphanie","Balicevic, Didier",automobile|technologie,"Il existe plein de voitures différentes, du monospace pratique pour une grande famille, à la voiture de sport, qui roule très vite. Sur la route, il faut être prudent, sinon c'est l'accident. Heureusement, le garagiste est là et il sait changer les pièces cassées.",Milan,2006,Text,29 pages,Mes p'tits docs,,Cycle 2,Loanable,4307,629.200,,
Si j'avais un robot,2-87833-212-1,"Yaccarino, Dan",,science fiction|robotique,"Tu ne sortiras pas de table avant d'avoir fini tes légumes... Qui n'a jamais rêvé d'avoir un robot bien à soi se chargeant de faire tout ce que l'on déteste ? L'auteur de Bonne nuit, Monsieur Nuit confirme dans ce nouvel album son art de la narration toute simple qui plaît aux plus petits.",Circonflexe,1999,Text,31 pages,Albums,,Cycle 2,Loanable,4311,800.000,,
Les saisons,978-2-7459-3020-0,"Hédelin, Pascale","Lebot, Sophie",saison,"Pourquoi y a-t-il saisons?. Que se passe-t-il dans la nature lorsqu'elles changent?. Comment les animaux se protègent-ils de l'hiver?. Pourquoi les ombres sont-elles plias grandes en été?. Le printemps est-il la saison des amours?. En automne, qu'est-ce qui fait roussir les feuilles?. Tu t'intéresses au rythme des saisons et à leurs différences?. Elles n'auront bientôt plus de secrets pour toi",Milan,2008,Text,37 pages,J'explore la nature,,Elémentaire,Loanable,4305,525.000,,
Celle que j'aime,978-2211094672,Audren,"BLAKE, STEPHANIE",histoire d'enfants,"Paul est amoureux de Lison. Lison qui lui offre de merveilleux dessins de libellules aux ailes transparentes et pailletées, qui a de jolies mains, de grands yeux noirs et un grain de beauté sur le bout du nez. Plus tard, Paul reprendra la charcuterie de ses parents avec Lison. Mais bientôt son grand rêve s'effondre : Lison est végétarienne. Adieu le partage de saucisses, pâtés et autres jambons. Paul doit choisir : Lison ou la charcuterie. Un livre pour les enfants qui aiment déjà lire tout seuls.",Ecole des loisirs,2009,Text,46 pages,Mouche,,Elémentaire,Loanable,4540,800.000,,
"Le mariage, c'est pour les nuls !",2-09-282345-0,"Lenain, Thierry","Dutertre, Charles",histoire d'enfants|mariage|f,,Nathan,2002,Text,32 pages,Première lune,88,Cycle 2,Loanable,4539,800.000,,
La dent du diable,978-2-09-252128-1,"Alméras, Arnaud",Dankerleroux,aventures,"Au Moyen Age, Xavier et Laure, deux petits paysans très pauvres surprennent des brigands à la recherche du trésor de la Dent du Diable. Au péril de leur vie, les enfants décident eux aussi de partir en quête de ce butin mystérieux.",Nathan,2009,Text,29 pages,Nathan poche,175,Cycle 2,Loanable,4309,800.000,,
Qu'est-ce-que tu vois ?,978-2-87767-705-9,"Sénégas, Stéphane",,relation parents-enfant,"Une semaine sans copains, sans télé, sans vélo, sans rien. Rien que mon vieil oncle Horace, une espèce de vieux loup de mer qui vit dans un phare et qui parle aux crabes. Je ne vais jamais pouvoir tenir !",Ecole des loisirs,2011,Text,32 pages,Kaléidoscope,,Cycle 2,Loanable,4543,800.000,,
Petit cheval excité: Au grand galop,2-7366-4674-6,"Dieuaide, Sophie","Gasté, Eric",merveilleux,Petit Cheval Exité n'aime pas chevaucher. Loup Courageux l'installe sur un poney qui part au grand galop. Cette longue course le mène au village de la jolie Perle Rose. C'est alors que Petit Cheval découvre l'avantage de chevaucher.,Epigones,1997,Text,20 pages,Myriades,34,Cycle 2,Loanable,4544,800.000,,
Mon dernier cours de violon,2-09-282554-2,"Gutman, Claude","Meurisse, Eric",histoire d'enfants|musique|i,,Nathan,2003,Text,27 pages,Première lune,98,Cycle 3,Loanable,4310,800.000,,
Il est où mon p'tit loup ?,978-2-211-20381-4,"BLAKE, STEPHANIE",,histoire d'enfants|jeu,"Parmi les cochons ou les lapins, on se dit que c’est évident de retrouver le p’tit loup. Eh bien, pas du tout ! C’est encore plus ardu quand il se cache parmi les chiens, et c’est très amusant !",Ecole des loisirs,2011,Text,16 pages,Loulou et compagnie,,Cycle 1,Loanable,4319,800.000,,
La fourmi: Travailleuse infatigable,2-7459-0099-4,"Gomel, Luc","Amann, Rémy",fourmi|insecte,"La fourmi est une petite bête, proche des enfants, mais l'organisation de sa vie est fantastique. Les jeunes lecteurs peuvent aborder, à travers la vie de la fourmi, toutes les étapes de la vie en société, qu'ils découvrent parmi les hommes : organisation du travail, répartition des tâches, association en cas de difficultés, communication, logement, reproduction...",Milan,2000,Text,29 pages,Mini-Patte,,Elémentaire,Loanable,4320,595.790,,
